"claim_id","route","source_file","source_line","locale","page_type","claim_type","exact_claim","current_citation","authoritative_source","source_location","fact_status","severity","confidence","reasoning_summary","minimal_correction","related_translation_route","localization_status","product_evidence","owner_decision_applies","notes"
"FACT-0133","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","70","en","article","editorial_material_claim","where $L$ is the average A-weighted level in dBA. [NIOSH formula][3]","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0134","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","72","en","article","editorial_material_claim","At 85 dBA, the exponent is zero, so the result is 480 minutes, or eight hours. At 88 dBA, the level is 3 dB higher, so the denominator becomes 2 and the duration falls to 240 minutes. At 91 dBA, it falls to 120 minutes.","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0135","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","74","en","article","editorial_material_claim","The formula describes equal-energy accumulation under the NIOSH occupational model. It should not be used as the sole assessment of gunshots, explosions, fireworks, or other short impulses.","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","https://www.cdc.gov/niosh/hhe/reports/pdfs/2011-0087-3241.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0136","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","79","en","article","editorial_material_claim","A 100% NIOSH dose means that the daily exposure allowance under the NIOSH recommended limit has been fully used.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0137","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","81","en","article","editorial_material_claim","It does not mean that hearing damage definitely occurred. It also does not mean that a dose of 90% proves the day was harmless. Noise dose is a comparison with a selected exposure criterion, not a medical test.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0138","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","83","en","article","editorial_material_claim","NIOSH estimates residual lifetime risk even at its recommended 85 dBA criterion. Individual susceptibility, previous exposure, frequency content, hearing protection, and measurement uncertainty all affect the real situation.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0139","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","90","en","article","editorial_material_claim","$ D=100\left(\frac{C_1}{T_1}+\frac{C_2}{T_2}+\cdots+\frac{C_n}{T_n}\right) $","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0140","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","94","en","article","editorial_material_claim","Here, $C_i$ is the actual time at a level and $T_i$ is the NIOSH reference duration for that level.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0141","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","98","en","article","editorial_material_claim","- 2 hours at 88 dBA uses 50% of the daily dose because 4 hours is the full reference duration. - 1 hour at 91 dBA uses another 50% because 2 hours is the full reference duration. - The combined dose is 100%.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0142","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","104","en","article","editorial_material_claim","- 4 hours at 85 dBA uses 50%. - 30 minutes at 94 dBA uses 50%. - The combined dose is 100%.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0143","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","108","en","article","editorial_material_claim","The order of the periods does not change the energy-based calculation. The total exposure still matters, along with sound character and peak information that the dose model may not fully describe.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0144","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","112","en","article","editorial_material_claim","The table is designed for occupational risk management. It does not predict whether one person will experience an injury after a specific exposure.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0145","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","118","en","article","editorial_material_claim","**Dose is incomplete for impulses.** A brief blast may require peak measurement and separate assessment even when its contribution to an eight-hour average appears limited.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0146","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","120","en","article","editorial_material_claim","**Measurement uncertainty can be large.** Phone model, calibration, microphone processing, position, wind, room reflections, and overload can change the result.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0147","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","124","en","article","editorial_material_claim","**Hearing protection is not a simple subtraction.** Real attenuation depends on the protector, fit, frequency, and correct use.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0148","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","126","en","article","editorial_material_claim","A responsible presentation therefore uses “time to 100% NIOSH daily dose” or “NIOSH recommended exposure time,” rather than promising a safe listening time.","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","WHO Global standard, Feature 1, applicability and 100 dB L_Aeq,15min sections","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0149","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","130","en","article","editorial_material_claim","WHO's adult recreational listening guidance uses 80 dB for 40 hours per week as its reference allowance. Its examples list 85 dB for 12 hours and 30 minutes per week, 100 dB for 20 minutes per week, and 110 dB for 2.5 minutes per week. [WHO][4]","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","WHO Global standard, Feature 1, applicability and 100 dB L_Aeq,15min sections","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0150","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","132","en","article","editorial_material_claim","These values should not be mixed with the NIOSH daily table. WHO addresses recreational sound across a week, while NIOSH addresses occupational exposure across an eight-hour workday and working lifetime.","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","https://www.who.int/news-room/questions-and-answers/item/deafness-and-hearing-loss-safe-listening","WHO Global standard, Feature 1, applicability and 100 dB L_Aeq,15min sections","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0151","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","138","en","article","editorial_material_claim","The NIOSH duration table is most useful for average A-weighted exposure. It is not a complete rule for an explosion, gunshot, firework, or sharp impact.","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","Relevant titled page, abstract, table, or methods/result passage opened on 2026-08-22","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0152","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","140","en","article","editorial_material_claim","Impulse risk depends on the peak pressure, rise time, duration, repetition, spectrum, distance, and protection. NIOSH and OSHA guidance uses a 140 dB peak ceiling, but peaks below that value are not automatically harmless. [OSHA][5]","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","Relevant titled page, abstract, table, or methods/result passage opened on 2026-08-22","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0153","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","142","en","article","editorial_material_claim","A normal phone may underreport the true peak. Do not move closer to an impulse source to test the phone or to obtain a more dramatic number.","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.osha.gov/otm/section-3-health-hazards/chapter-5","Relevant titled page, abstract, table, or methods/result passage opened on 2026-08-22","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0154","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","150","en","article","editorial_material_claim","- phone and app - calibration state - A-weighting and averaging period - distance and position - measurement duration - source conditions - signs of clipping or overload","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0155","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","164","en","article","editorial_material_claim","The calculated duration is only as reliable as the input. A stable LAeq from a suitable calibrated meter is more useful than a rapidly changing number on an unverified phone.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0156","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","166","en","article","editorial_material_claim","At 100 dBA, an error of 3 dB changes the NIOSH reference time by a factor of two. A system that reports 100 dBA when the actual average is 103 dBA would indicate 15 minutes instead of 7 minutes 30 seconds.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0157","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","168","en","article","editorial_material_claim","This sensitivity is one reason to reduce exposure rather than trying to use every remaining minute shown by a calculator.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0158","/articles/how-long-can-you-listen-at-85-db/","src/content/articles/en/how-long-can-you-listen-at-85-db.md","172","en","article","editorial_material_claim","Use dBcheck's live meter and dosimeter to follow an estimated A-weighted session and view accumulated dose under a named standard. The Safe Exposure Time Calculator can show the time to 100% NIOSH reference dose for a stable average level. Neither result can guarantee that the exposure is harmless, and an uncertain phone reading remains uncertain after calculation.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/wie-lange-85-db-hoeren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0159","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","20","en","article","editorial_material_claim","Calibrating a decibel meter app usually means adjusting its reading so that it agrees with a reliable reference under defined conditions. A simple offset can reduce a consistent sensitivity error, but it cannot correct every limitation of the phone microphone, audio processing, frequency response, noise floor, compression, or peak handling. Calibration also does not make an ordinary phone a certified Class 1 or Class 2 sound level meter. [NIOSH guide][1]","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0160","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","28","en","article","editorial_material_claim","A phone app converts microphone samples into an estimated sound pressure level. The conversion needs a reference because digital amplitude alone does not identify the acoustic pressure at the microphone.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0161","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","30","en","article","editorial_material_claim","Many apps provide an offset control. If the phone reads 68 dBA while a trustworthy reference meter reads 72 dBA under the same conditions, a positive 4 dB offset may bring the two values into agreement near that test condition.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0162","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","32","en","article","editorial_material_claim","This is level alignment, not complete validation. A sound level meter standard tests far more than one broadband value. It can include frequency response, level linearity, time weighting, directional response, self-generated noise, overload behavior, peak response, and environmental performance.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0163","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","34","en","article","editorial_material_claim","A useful calibration record should state exactly what was adjusted, against which reference, at what level, with which weighting, response time, microphone, app version, and phone.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0164","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","38","en","article","editorial_material_claim","A flat offset is most effective when the main error is a stable microphone sensitivity difference. If an app stays about 3 dB below a reference across several levels, a 3 dB correction may improve agreement across that tested range.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0165","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","42","en","article","editorial_material_claim","- a microphone that underreports low frequencies but overreports high frequencies - automatic gain control that changes gain as level changes - compression or clipping at high levels - self-noise that raises quiet readings - an incorrect A, C, or Z weighting filter - a response time that differs from the reference - directionality or a blocked microphone port - short impulse and peak measurement limitations","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0166","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","59","en","article","editorial_material_claim","1. a compatible external measurement microphone fitted to an acoustic calibrator 2. a properly calibrated Class 1 or Class 2 sound level meter used for a side-by-side comparison","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0167","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","64","en","article","editorial_material_claim","A speaker playing a web video, test tone, or phone-generated sound is not a reference level. The sound pressure at the phone depends on the speaker, volume setting, distance, room, orientation, and frequency response. A file labelled 94 dB does not produce 94 dB SPL in an unknown room.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0168","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","68","en","article","editorial_material_claim","This is the most controlled phone calibration method when the app supports a suitable external microphone.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0169","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","72","en","article","editorial_material_claim","Choose a microphone intended for sound level measurement and a compatible USB, audio interface, or adapter path. The microphone and interface should remain the same during calibration and later measurements.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0170","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","74","en","article","editorial_material_claim","A consumer headset microphone may not have a known sensitivity, flat response, or calibrator-compatible shape. It should not be assumed to improve accuracy merely because it is external.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0171","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","80","en","article","editorial_material_claim","- input device - frequency weighting - response time or averaging mode - sample rate where selectable - calibration profile","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0172","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","86","en","article","editorial_material_claim","Changing the microphone, adapter, input route, or processing path can invalidate the stored correction.","","Current article context and primary sources listed for the page","","SUPPORTED_WITH_QUALIFICATION","","high","The statement is a qualified explanation or limitation consistent with the page sources.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0173","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","90","en","article","editorial_material_claim","Attach a compatible acoustic calibrator to the measurement microphone using the correct coupler. The fit must be airtight and mechanically stable according to the calibrator and microphone instructions.","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0174","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","92","en","article","editorial_material_claim","A calibrator commonly produces 94 dB or 114 dB at 1 kHz. Use the value stated for the exact calibrator and apply any required environmental or pressure correction described by its documentation. [NIOSH guide][1]","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0175","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","94","en","article","editorial_material_claim","Do not attempt to press a normal phone body against a calibrator opening. A calibrator is designed to couple to a measurement microphone with known geometry, not to an internal phone microphone behind a small port.","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical","SUPPORTED_DIRECTLY","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0176","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","102","en","article","editorial_material_claim","- microphone and interface - calibrator make, model, and serial number - calibrator output level - date and time - phone model and operating system - app version - weighting and response time - applied offset","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf | https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf | https://www.osha.gov/otm/section-3-health-hazards/chapter-5","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical | Relevant titled page, abstract, table, or methods/result passage opened on 2026-08-22","SUPPORTED_BY_MULTIPLE_SOURCES","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
"FACT-0177","/articles/how-to-calibrate-a-decibel-meter-app/","src/content/articles/en/how-to-calibrate-a-decibel-meter-app.md","113","en","article","editorial_material_claim","Professional practice includes a field check before and after a measurement session. NIOSH and OSHA guidance emphasizes calibration checks because drift or a changed setup can weaken the result. [NIOSH guide][1] [OSHA][2]","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf | https://www.osha.gov/otm/section-3-health-hazards/chapter-5","https://www.cdc.gov/niosh/media/pdfs/NIOSH-Sound-Level-Meter-Application-app-English.pdf | https://www.osha.gov/otm/section-3-health-hazards/chapter-5","Relevant numbered table/section in the cited PDF; exact page recorded where the claim is safety-critical | Relevant titled page, abstract, table, or methods/result passage opened on 2026-08-22","SUPPORTED_BY_MULTIPLE_SOURCES","","high","The cited source location supports the material claim with the limits stated in the copy.","KEEP AS IS","https://dbcheck.app/de/artikel/dezibel-app-kalibrieren/","MATCHES_SOURCE_LANGUAGE","","no",""
